donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,polymers
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,recovered materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,feedstock
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,electronic waste,feedstock
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,electronic waste,feedstock
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,electronic waste,feedstock
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,electronic waste,feedstock
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,feedstock
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,electronic waste,feedstock
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,electronic waste,feedstock
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Rock wool production,Construction and demolition waste,Raw material for Rock wool production,electronic waste,sustainable raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,resources
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,alternative materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,electronic waste,biodiesel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,steel
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,electronic waste,steel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,complex organic waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,complex organic waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,complex organic waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,complex organic waste,biodiesel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,complex organic waste,electricity
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,waste utilization,biogas
